ID,x,y,Smax,DSmax,Kσ,Dσmax,Aσ,Hf,Kw,Bf,Af,ODI,ODI_pred,ODI_diff
BJ17,494227.97638,5403730.21287273,42.94388902762352,31.62851104184643,43.3531820021778,19.848302059422863,59.138518032301015,163.43735962520404,39.00806748463219,134.4608064016685,31.054037717058254,0.13048193818422252,0.13044748635679526,3.44518274272565e-05
BJ18,494253.02096,5403730.20892727,43.237863467669364,31.753455993804415,43.658895216669336,19.880826851421734,59.29176939478072,163.40818400714542,39.20221422738615,134.46384827887448,31.228810859580165,0.13259748245075414,0.13256293989303247,3.454255772167292e-05
BJ19,494278.06554,5403730.20498182,43.53129811813309,31.88498652908154,43.9633015889947,19.92116532266449,59.46386661074196,163.46534779438613,39.40144215414533,134.5358310049542,31.406103742936065,0.13496913904085697,0.1349344947688369,3.4644272020073474e-05
BJ20,494303.11012,5403730.20103636,43.80478062141033,32.014638573899965,44.24621204602258,19.966979475073725,59.64421576098919,163.60833768504875,39.592764754572244,134.67460147451584,31.574294694630858,0.13744990686742678,0.13741515620160594,3.475066582084296e-05
BJ21,494328.1547,5403730.19709091,44.03719324625637,32.13043930875471,44.48596611059071,20.01253193245016,59.81353280745846,163.80158789719732,39.75984837388436,134.84984485589928,31.71958858124906,0.13977438695929437,0.13973953660245464,3.485035683972737e-05
BJ22,494353.19928,5403730.19314545,44.23438306705739,32.23343028004661,44.68880959991981,20.056785213671187,59.970777417442285,164.02616335022438,39.905401502250626,135.04695609789738,31.844857431255637,0.1419293357602685,0.14189439298317452,3.4942777093982524e-05
BJ23,494378.24386,5403730.1892,44.40727760512998,32.32758558835218,44.866193649389814,20.100142375142834,60.11969494326826,164.27234570317904,40.036103758353214,135.25915091672806,31.956313811224472,0.14396734865282898,0.14393231847056331,3.503018226566623e-05
BJ24,494403.28844,5403730.18525455,44.563334643201415,32.41561746613044,45.025933396325506,20.142878493554765,60.262841501859235,164.53350241048707,40.156513828731526,135.4817991937007,32.05819765536252,0.1459243207773233,0.14588920666551763,3.511411180567858e-05
BJ25,494428.33302,5403730.18130909,44.70766822148208,32.49938577793886,45.17338793041868,20.18518219778072,60.401969904335125,164.80508532331413,40.269757750581206,135.71172590818645,32.15341642219763,0.1478248665794424,0.1477896709580777,3.519562136469756e-05
BJ26,494453.3776,5403730.17736364,44.843804294204865,32.5801728362747,45.312252159055284,20.227183541000635,60.538288653669035,165.08395865089884,40.3779908187218,135.94674199375277,32.24397470407411,0.1496859568727172,0.14965068143393956,3.527543877765438e-05
BJ27,494478.42218,5403730.17341818,44.974163784286446,32.658859077806916,45.44506300852736,20.26897181772816,60.67262750869649,165.3679693557553,40.48269286018116,136.1853444347972,32.33124885561693,0.15151924382755783,0.15148388976378147,3.535406377636052e-05
BJ28,494503.46676,5403730.16947273,45.10036652228552,32.73603359953789,45.573517926813416,20.310606774691593,60.8055416582246,165.6556768495767,40.58485402181344,136.42652757002665,32.41615979064519,0.1533325238713569,0.15329709204062714,3.543183072976519e-05
BJ29,494528.51134,5403730.16552727,45.223419120053315,32.812062484131005,45.698671759592976,20.352125540222566,60.93737611318314,165.94618590600436,40.68508961084433,136.66966645014057,32.49927979290901,0.155130641937368,0.15509513298994348,3.550894742451738e-05
